raw_affiliation_string;openalex_work_id;openalex_country;openalex_display_name;matched_country
Institut Camille Jordan [Villeurbanne];https://openalex.org/W2899832176;FR;Camille Jordan Institute;JO
ASTRE [Cergy-Pontoise];https://openalex.org/W2566758460;GB;Acergy;FR
Epidaure Prevention Department of the Regional Institute of Cancer of Montpellier (ICM)-Val d'Aurelle, Montpellier, France.;https://openalex.org/W2912837515;US;ICM Partners;FR
Pôle Prévention Épidaure, ICM, Montpellier, France;https://openalex.org/W2557674853;US;ICM Partners;FR
Institute of Photonics Engineering, National Kaohsiung University of Science and Technology, Kaohsiung, Taiwan;https://openalex.org/W3187948624;YE;University of Science and Technology;TW
Complex Systems and Interactions Team, Ecole Centrale Casablanca, Ville Verte, Bouskoura, Casablanca 20000, Morocco.;https://openalex.org/W3034038411;FR;École Centrale Paris;MA
Equipe Systèmes Complexes et Interactions, Ecole Centrale Casablanca, Casablanca, Morocco.;https://openalex.org/W3120471419;FR;École Centrale Paris;MA
Complex Systems and Interactions Team, Ecole Centrale Casablanca, Ville Verte, Bouskoura, Casablanca, Morocco;https://openalex.org/W3014500075;FR;École Centrale Paris;MA
Ecole Centrale Casablanca,Systèmes Complexes et Interactions,Casablanca,Morocco;https://openalex.org/W3123415854;FR;École Centrale Paris;MA
Institut Universitaire de Technologie Louis Pasteur de Schiltigheim, University of Strasbourg, Schiltigheim, France.;https://openalex.org/W1889176404;DE;Pforzheim University of Applied Sciences;FR
UPR9022 CNRS, IBMC, 15, rue Descartes, 67084 Strasbourg, France;https://openalex.org/W2755206734;US;Institute of Business & Medical Careers;FR
Thales AVS France SAS,Vélizy-Villacoublay,France;https://openalex.org/W2990391209;PT;Thales;FR
Thales AVS MIS,France;https://openalex.org/W3127062001;PT;Thales;FR
ESCP Business School (École Supérieure de Commerce de Paris);https://openalex.org/W3045612656;GB;ESCP Business School;FR
UMR 228 Espace-Dev, Espace pour le développement;https://openalex.org/W2808661081;BJ;Institut de Recherche pour le Développement;FR
Higher School of Technological Studies of Sidi Bouzid, PB377, 9100, Sidi Bouzid, Tunisia;https://openalex.org/W3085539330;IT;SIDI;TN
Université Paris 8 - Università Statale di Milano;https://openalex.org/W2392582790;IT;University of Milan;FR
Affiliated to UMR-8096 Archaeology of the Americas, CNRS/ University Paris 1 (France);https://openalex.org/W3214537758;US;Medical University of the Americas – Nevis;FR
Faculté de Médecine et Sciences de la Santé, LIEN (EA4685);https://openalex.org/W2732933675;ES;Nutrition & Santé;FR
Centre Hospitalier Lyon Sud [CHU - HCL];https://openalex.org/W3186126571;IN;HCL Technologies;FR
Center of Biological and Medical Sciences, CIAM,  Mohammed VI Polytechnic University (UM6P),  43 150 Benguerir, Morocco;https://openalex.org/W3207495782;CH;Congrès International d'Architecture Moderne;MA
Institut Polytechnique Rural de Formation et Recherche Appliquée (IPR-IFRA);https://openalex.org/W3203666655;DE;World Association of Newspapers and News Publishers;ML
Fac. Chem., Warsaw Univ. Technol., PL‐00‐664 Warszawa, Pol.;https://openalex.org/W2951602202;PL;Warsaw University of Technology;US
CEA-LETI, Minatec Campus, Grenoble, France;https://openalex.org/W3124237980;GB;Council for the Curriculum, Examinations & Assessment;FR
[Lebanese University, Beirut, Lebanon, IMEP-LaHC, Grenoble INP, Grenoble, France];https://openalex.org/W2756376780;FR;Grenoble Institute of Technology;LB
1 Lebanese University (LU), Doctoral School of Sciences and Technologies, 1003 Beirut, Lebanon#R##N#2 Grenoble Alpes University (UGA), Grenoble Electrical Engineering Laboratory, 38031 Grenoble, #R##N#France;https://openalex.org/W2886823594;FR;Grenoble Alpes University;LB
Alcatel Submarine Network, Route de Villejust, Nozay, France;https://openalex.org/W2793052386;DE;Alcatel Lucent;FR
ONERA - The French Aerospace Lab [Salon];https://openalex.org/W4213396850;US;Air France;FR
NeuroSpin, Atomic Energy Commission, Gif-sur-Yvette, France.;https://openalex.org/W3021064912;US;United States Atomic Energy Commission;FR
CEA, LETI, MINATEC Campus, 38054 Grenoble, France;https://openalex.org/W2620592180;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA-Leti, Minatec Campus, 38054 Grenoble, France;https://openalex.org/W2782171136;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA-LETI-MINATEC (France);https://openalex.org/W2791169881;GB;Council for the Curriculum, Examinations & Assessment;FR
Mines Douai, Département Sciences de l'Atmosphère et Génie de l'Environnement (SAGE), 941 rue Charles Bourseul, F-59508 Douai, France;https://openalex.org/W1964458235;GB;Sage;FR
ONERA (France);https://openalex.org/W2582528760;NO;Nera;FR
Mentor Graphics Corporation, France;https://openalex.org/W2601840469;HU;Siemens;FR
Mentor Graphics Corporation, 110 Rue Blaise Pascal, 38330 Montbonnot-Saint-Martin, France;https://openalex.org/W2611689261;HU;Siemens;FR
Oracle Labs Zurich, Switzerland#TAB#;https://openalex.org/W3215660704;US;Oracle;CH
CEA, LETI, MINATEC, F-38054 Grenoble, France;https://openalex.org/W2565527942;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA, LETI, MINATEC, F-38054, Grenoble, France;https://openalex.org/W2768438916;GB;Council for the Curriculum, Examinations & Assessment;FR
Research and Development Department, Sun Asterisk, Ha Noi, Viet Nam;https://openalex.org/W3107680122;CA;ASTER;VN
Alstom Renewable Power Hydro, R&D Process Control & Monitoring, Switzerland;https://openalex.org/W2119436805;FR;Alstom;CH
STMicroelectronics, 850, rue Jean Monnet, 38926 Crolles (France);https://openalex.org/W2620889448;GB;STMicroelectronics;FR
[ST Microelectronics, Crolles, France];https://openalex.org/W2400017788;CH;STMicroelectronics;FR
Management Information Systems and Business Analytics, Huron University, University of Western Ontario, London, ON, Canada;https://openalex.org/W4206009379;US;Huron University;CA
ICN2, Campus UAB, ICN2 Building, Bellaterra, Bellaterra, Catalunya, 08193, SPAIN;https://openalex.org/W4280629824;BD;Institute of Cost and Management Accountants of Bangladesh;ES
Willy Taillard Laboratory of Kinesiology, Geneva University Hospitals and Geneva University.;https://openalex.org/W2380670850;US;Geneva College;CH
University of Geneva Hospitals;https://openalex.org/W2897496962;US;Geneva College;CH
STMicroelectronics 12 Rue Jules Horowitz 38000, Grenoble, France;https://openalex.org/W2492167173;CH;STMicroelectronics;FR
HSM (Univ. Montpellier, CNRS, IRD), 300 Av. du Professeur Emile#N#Jeanbrau, 34090 Montpellier, France;https://openalex.org/W2952476829;US;HSM;FR
ST Microelectronics, 850 Rue Jean Monnet, 38920 Crolles, France.;https://openalex.org/W3010764228;CH;STMicroelectronics;FR
ANSES, Laboratoire de Ploufragan-Plouzané-Niort;https://openalex.org/W3130459802;AR;ANSES;FR
CNRS, LAAS, 7 avenue du colonel Roche, Toulouse, F31400, France;https://openalex.org/W2789286310;CH;Roche;FR
CNRS-LAAS, 7 avenue du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W2563784145;CH;Roche;FR
Laboratoire LAAS-CNRS, 7, avenue du Colonel Roche, BP 54200 31031 Toulouse cedex 4;https://openalex.org/W2787218294;CH;Roche;FR
University of Orleans;https://openalex.org/W4214527679;US;University of New Orleans;FR
Early drug analytics - Translational Clinical Oncology, Novartis Pharma AG, Rueil-Malmaison, France.;https://openalex.org/W3128612132;CH;Novartis;FR
Dipartimento di Fisica, Sapienza UniversitàÂ  di Roma, Piazzale A. Moro 2, I-00185, Rome, Italy and LPTMS, CNRS, Univ. Paris-Sud, Université Paris-Saclay, 91405 Orsay, France.;https://openalex.org/W2753901572;FR;University of Paris-Saclay;IT
ONERA - The French Aerospace Lab, Chemin de la Hunière, 91120 Palaiseau;https://openalex.org/W2737735846;US;Air France;FR
ONERA, Palaiseau, France;https://openalex.org/W2898708268;NO;Nera;FR
Laboratoire des Signaux et Systèmes (Univ. Paris-Sud) and Dipartimento di Ingegneria InformaticaAutomatica e Gestionale, DIAG Università di Roma “La Sapienza”;https://openalex.org/W2516630129;IT;Sapienza University of Rome;FR
[3D and Silicon Photonics Technologies Department, IMEC, Kapeldreef 75, Leuven, Belgium];https://openalex.org/W3104228824;NL;Imec the Netherlands;BE
IMEC Kapeldreef 75,Leuven,Belgium,3001;https://openalex.org/W3157448166;NL;Imec the Netherlands;BE
CEA, LETI, Minatec Campus, Grenoble, France;https://openalex.org/W2956077324;GB;Council for the Curriculum, Examinations & Assessment;FR
Technology R&D, STMicroelectronics SAS, 850 rue Jean Monnet–38920 Crolles, France;https://openalex.org/W2786757125;CH;STMicroelectronics;FR
TR&D Process Integration - STMicroelectronics SAS - 850 rue Jean Monnet - 38920 CROLLES France;https://openalex.org/W2557178319;CH;STMicroelectronics;FR
STMicroelectronics, Technology & Design Plaftorm, Crolles, France;https://openalex.org/W4210621414;US;STMicroelectronics;FR
Thales Avionics S.A. (France);https://openalex.org/W3099844133;PT;Thales;FR
Thales Research & Technology, 1 Avenue Augustin Fresnel, 91120 Palaiseau, France;https://openalex.org/W2766794069;AU;Thales;FR
State Key Laboratory of Agro-Biotechnology and Ministry of Agriculture Key Laboratory of Soil Microbiology College of Biological Sciences China Agricultural University Beijing 100193 China;https://openalex.org/W1190462093;CZ;Ministry of Agriculture;CN
School of Biological Sciences, University of Hong Kong, Hong Kong;https://openalex.org/W3123998680;CN;University of Hong Kong;HK
Georgia Institute of Technology;https://openalex.org/W4220687326;US;Georgia Institute of Technology;GE
DSM/IRFU, CEA Saclay,   Point Courier 21, 91191 Gif sur Yvette Cedex, France;https://openalex.org/W2549352424;NL;DSM;FR
IRFU, DSM, CEA, 91191, Gif-sur-Yvette, France;https://openalex.org/W2793417194;NL;DSM;FR
LafargeHolcim R&D, 95 rue du Montmurier – BP15, 38291 St Quentin-Fallavier, France;https://openalex.org/W2508351762;US;Lafarge;FR
[Thales Communications & Security, France];https://openalex.org/W2723233565;US;Thales Communications;FR
Thales Communications and Security SAS, Gennevilliers, France;https://openalex.org/W2982620443;US;Thales Communications;FR
Thales Communications and Security, Gennevilliers, France#TAB#;https://openalex.org/W2895872337;US;Thales Communications;FR
Thales SIX GTS France 4 avenue des Louvresses,Cedex,92622 Gennevilliers;https://openalex.org/W3103382533;AU;Thales;FR
Thales SIX GTS France SAS, Gennevilliers;https://openalex.org/W4206392484;AU;Thales;FR
Electrical and Information Engineering Department, Politecnico di Bari;https://openalex.org/W2572418934;MX;Instituto Politécnico Nacional;IT
ICT Convergence Research Center, Kumoh National Institute of Technology, Korea;https://openalex.org/W4200516090;KR;Kumoh National Institute of Technology;IN
CEA, LIST, Sensors and Electronics Laboratory, 91191 Gif-sur-Yvette, France;https://openalex.org/W2552278928;AU;Australian National Drag Racing Association;FR
Institute for Atmospheric and Climate Science, ETH ZÃ¼rich, Zurich, Switzerland;https://openalex.org/W4223948570;CZ;Institute of Atmospheric Physics;CH
ONERA (France);https://openalex.org/W2762061937;NO;Nera;FR
ONERA (France);https://openalex.org/W3198481042;NO;Nera;FR
CEA LIST, Laboratory of Model, Driven Engineering for Embedded Systems, France;https://openalex.org/W2896904102;US;Embedded Systems;FR
Complex Systems Control & Simulators Laboratory (CSCSL), Ecole Militaire Polytechnique, Bordj el Bahri, Algiers, Algeria;https://openalex.org/W3154051857;US;Systems Control;DZ
Complex Systems Control & Simulators Laboratory (CSCSL), Ecole Militaire Polytechnique, Algires, Algeria;https://openalex.org/W3175143658;US;Systems Control;DZ
Complex Systems Control & Simulators Laboratory, Ecole Militaire Polytechnique, Algiers, Algeria, --- Select a Country ---;https://openalex.org/W3043120997;US;Systems Control;DZ
Complexe Systems Control & Simulators Laboratory, Ecole Militaire Polytechnique,Algiers,Algeria;https://openalex.org/W3082769943;US;Systems Control;DZ
Transdev Group,Versailles,France,78000;https://openalex.org/W3208869805;AT;EV Group;FR
CMAP École Polytechnique;https://openalex.org/W2625142539;US;Chicago Metropolitan Agency for Planning;FR
National Technical University of Ukraine “Kiev Polytechnic University”, 35 Polytechnichna str., Kiev 03056, Ukraine;https://openalex.org/W2005500570;EC;National Technical University;UA
ONERA, Palaiseau, France;https://openalex.org/W3099099415;NO;Nera;FR
ONERA (France);https://openalex.org/W2591858819;NO;Nera;FR
Nexdot, 102 Avenue Gaston Roussel, 93230 Romainville, France;https://openalex.org/W3181552648;CA;Nexen;FR
NEST, Istituto Nanoscienze-CNR and Scuola Normale Superiore Piazza San Silvestro 12, 56127 Pisa, Italy;https://openalex.org/W1994545673;US;Nest Labs;IT
INSERM UMRS 1166, ICAN - Institute of CardioMetabolism and Nutrition, Sorbonne Université, Paris, France.;https://openalex.org/W2997396022;NE;Institute of Chartered Accountants of Nigeria;FR
INSERM UMRS1166, ICAN - Institute of CardioMetabolism and Nutrition, Sorbonne Université;https://openalex.org/W2980798821;NE;Institute of Chartered Accountants of Nigeria;FR
Mathematics and Population Dynamics Laboratory-UMMISCO, Faculty of Sciences of Semlalia of Marrakech, Cadi Ayyad University, Morocco and Jacques Louis-Lions Laboratory, Pierre et Marie Curie University, Paris 6, France;https://openalex.org/W2763354802;MA;Cadi Ayyad University;FR
Corning® Varioptic® Lenses, Bâtiment Tony Garnier 24 rue Jean Baldassini 69007 Lyon France;https://openalex.org/W3152908594;US;Corning;FR
AIR LIQUIDE,Les Loges-en-Josas,78350;https://openalex.org/W3192140337;GB;Air Liquide;US
ICMN, UMR7374;https://openalex.org/W4205586663;US;ICM Partners;FR
Pharmacogenetics and Stratified Medicine, UCL, UK,;https://openalex.org/W1834763365;CN;PharmacoGenetics;GB
MSc. Pharmacogenetics and Stratified Medicine, Cairo, Egypt;https://openalex.org/W1759181062;CN;PharmacoGenetics;EG
LRIT URAC, Mohammed V University in Rabat, Rabat, Morocco and Lab-STICC UMR CNRS, ENSTA Bretagne, Brest Cedex, France#TAB#;https://openalex.org/W2587268184;MA;Mohammed V University;FR
INRA, rue Hédi Karray, 2049 Ariana, Tunis, Tunisie;https://openalex.org/W2414379914;MA;Institut National de la Recherche Agronomique;FR
Laboratoire de Météorologie Dynamique, PSL Research University, Ecole Normale Suprieure, Paris;https://openalex.org/W2917999779;BI;École Normale Supérieure;FR
National Institute of Health and Medical Research (INSERM), Toulouse, France.;https://openalex.org/W2585403031;AM;National Institute of Health;FR
National Institute of Health and Medical Research (INSERM) U1048, Toulouse, France;https://openalex.org/W2888404196;AM;National Institute of Health;FR
National Institute of Health and Medical Research (INSERM) U1048;https://openalex.org/W3173687430;AM;National Institute of Health;FR
Bimedical Eng. - King's College London, Paris, France;https://openalex.org/W2988052793;GB;King's College London;FR
Digital Integration and Predictive Technologies (DIPT), Amgen Research Munich, Staffelseestr. 2, 81477 München, Germany;https://openalex.org/W3216222189;US;Amgen;DE
ISEP,ECoS,Paris,France;https://openalex.org/W3117340602;US;International Student Exchange Programs;FR
Laboratoire d'Informatique de Paris 6, Thales Airborne Systems, Paris, France;https://openalex.org/W2637516615;AU;Thales;FR
Thales DMS France,Elancourt,France;https://openalex.org/W3021911803;IE;Élan;FR
ZianeAchour University, Faculty of Exact Sciences and Informatics, Djelfa, Algeria;https://openalex.org/W3005776575;US;Exact Sciences;DZ
LISITE Laboratory, ISEP Paris, France;https://openalex.org/W2509692813;US;International Student Exchange Programs;FR
LlSITE Laboratory, ISEP, Issy-les-Moulineaux 92130, France;https://openalex.org/W2805718332;US;International Student Exchange Programs;FR
LISITE ISEP,Issy-les-Moulineaux,France,92130;https://openalex.org/W3005708167;US;International Student Exchange Programs;FR
LISITE Laboratory,ISEP,Issy-les-Moulineaux,France,92130;https://openalex.org/W3002563996;US;International Student Exchange Programs;FR
ISEP,LISITE Laboratory,Issy-les-Moulineaux,France,92130;https://openalex.org/W3033166026;US;International Student Exchange Programs;FR
ISEP,LISITE Laboratory,France;https://openalex.org/W3036131692;US;International Student Exchange Programs;FR
LISITE Laboratory, ISEP, Issy-les-Moulineaux, France;https://openalex.org/W3036980562;US;International Student Exchange Programs;FR
Thales Research & Technology, 1 Avenue Augustin Fresnel, 91767 Palaiseau, France;https://openalex.org/W3099490118;AU;Thales;FR
Thales Research & Technology, 1 Avenue Augustin Fresnel, 91767 Palaiseau Cedex, France;https://openalex.org/W2613433224;AU;Thales;FR
Thales Research & Technology, 1 avenue Augustin Fresnel, 91767 Palaiseau Cedex, France;https://openalex.org/W2765774128;AU;Thales;FR
Information Processing and Systems Department, ONERA, Salon Air, France#TAB#;https://openalex.org/W2765829180;US;Air France;FR
Centre de Physiopathologie Toulouse-Purpan (CPTP), Université de Toulouse, Centre National de la Recherche Scientifique (CNRS), Institut National de la Santé et de la Recherche Médicale (Inserm), Université Paul Sabatier (UPS);https://openalex.org/W2985268150;MA;Centre National de la Recherche Scientifique;FR
CNRS-LAAS, 7 avenue du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W1545109351;CH;Roche;FR
LMDC, INSA/UPS Génie Civil, 135 Avenue de Rangueil, 31077 Toulouse cedex 04, France;https://openalex.org/W2973566068;US;Intelligence and National Security Alliance;FR
LMDC, INSA/UPS Génie Civil, 135 Avenue de Rangueil, 31077, Toulouse cedex 04, France;https://openalex.org/W2755268422;US;Intelligence and National Security Alliance;FR
LMDC, INSA/UPS Génie Civil, 135 Avenue de Rangueil, 31077 Toulouse, France;https://openalex.org/W3113003920;US;Intelligence and National Security Alliance;FR
Hochschule Geisenheim University, Von-Lade-Straße 1, 65366 Geisenheim, Germany  - UMR EGFV, ISVV, 210 Chemin de Leysotte – CS 50008, F-33882 Villenave d’Ornon, France;https://openalex.org/W2981282099;DE;Hochschule Geisenheim University;FR
[IMEC-COSIC KU, Leuven];https://openalex.org/W3047535409;NL;Imec the Netherlands;BE
Toulouse Neuro Imaging Center;https://openalex.org/W2917770257;US;Imaging Center;FR
CNRS, LAAS 7 Avenue du Colonel Roche, F-31400 Toulouse, France;https://openalex.org/W2765282321;CH;Roche;FR
Laboratory of Analysis and Control of Partial Differential Equations Djillali Liabes University  PO Box 89 Sidi Bel Abbes 22000 Algeria;https://openalex.org/W3096290406;IT;SIDI;DZ
Toulouse Neuro Imaging Center;https://openalex.org/W2810987020;US;Imaging Center;FR
Thales Avionics Mérignac France;https://openalex.org/W2738461432;PT;Thales;FR
ONERA, 2 Avenue Edouard Belin, 31000 Toulouse, France;https://openalex.org/W2912522577;NO;Nera;FR
Institut de Mécanique#N#des fluides de Toulouse (IMFT),#N#Université de Toulouse,#N#CNRS, INPT, UPS,#N#Toulouse, France;https://openalex.org/W2911528595;US;IM Flash Technologies;FR
IInstitut de Mécanique des Fluides de Toulouse, IMFT, Université de Toulouse, CNRS, allées du professeur Camille Soula, Toulouse, France;https://openalex.org/W3007164957;US;IM Flash Technologies;FR
Airbus DS Toulouse;https://openalex.org/W2460995044;IN;Airbus;FR
[European Space Agency (ESA), Frascati, Italy];https://openalex.org/W2989287456;FR;European Space Agency;IT
UPEC, DHU A-TVB, IMRB-EA 7376 CEpiA (Clinical Epidemiology And Ageing Unit), Paris-Est University, Creteil, France;https://openalex.org/W2972356507;IN;IMRB International;FR
IMRB-EA 7376 CEpiA (Clinical Epidemiology and Ageing Unit), Paris-Est Créteil University (UPEC), Créteil, France.;https://openalex.org/W3083283003;IN;IMRB International;FR
INRA, SMART-LERECO, 35000, Rennes, France;https://openalex.org/W2987272556;MA;Institut National de la Recherche Agronomique;FR
Centre d’Analyses et de Recherche, Unité de Recherche Technologies et Valorisation Agro-alimentaire, Faculté des Sciences, Université Saint-Joseph;https://openalex.org/W2467763747;LB;Saint Joseph University;US
Anses, Laboratory of Ploufragan/Plouzané, BP53, 22440, Ploufragan, France;https://openalex.org/W2893883426;AR;ANSES;FR
Ploufragan-Plouzané-Niort Laboratory, EPISABE Unit, ANSES, B.P. 53, 22440 Ploufragan, France.;https://openalex.org/W3126001303;AR;ANSES;FR
GRTgaz - Research and Innovation Center for Energy (RICE), 361 avenue du Président Wilson, 93211 La Plaine Saint Denis, France;https://openalex.org/W2976251386;US;Rice University;FR
IETR/INSA Rennes (France);https://openalex.org/W2888871051;US;Intelligence and National Security Alliance;FR
Earth to Ocean Research Group  Department of Biological Sciences  Simon Fraser University;https://openalex.org/W2950480213;CA;Simon Fraser University;US
Department of Biological Sciences, Earth to Ocean Research Group, Simon Fraser University;https://openalex.org/W3037592907;CA;Simon Fraser University;US
CHU Martinique, UF1441 Registre des Cancers de la Martinique, Pôle de Cancérologie Hématologie Urologie, Martinique, France.;https://openalex.org/W2970053816;MQ;Centre Hospitalier Universitaire de Martinique;FR
CHU Martinique, Pôle de Cancérologie Hématologie Urologie, Martinique Cancer Data Hub, Martinique, France;https://openalex.org/W4206031026;MQ;Centre Hospitalier Universitaire de Martinique;FR
CHU de Martinique, Pôle de Cancérologie Hématologie Urologie Pathologie, UF 1441 Registre Général des cancers de la Martinique, Martinique, France;https://openalex.org/W3041548944;MQ;Centre Hospitalier Universitaire de Martinique;FR
Martinique, France;https://openalex.org/W3012362025;MQ;Centre Hospitalier Universitaire de Martinique;FR
Cancer Registry of Martinique, University Hospitals of Martinique, Martinique, France.;https://openalex.org/W2904978361;MQ;Centre Hospitalier Universitaire de Martinique;FR
CHU de Bordeaux, Pole de sante publique, Département de Pharmacologie médicale, Bordeaux, France.;https://openalex.org/W2744598226;US;Society of Hospital Medicine;FR
imec - DistriNet, KU Leuven;https://openalex.org/W2963034167;NL;Imec the Netherlands;BE
Air Liquide [Siège Social];https://openalex.org/W2742989990;GB;Air Liquide;US
Department of Materials Science and Metallurgy, University of Cambridge, 27 Charles Babbage RoadCambridge CB3 0FSUK;https://openalex.org/W2571494627;GB;University of Cambridge;US
Models and methods of analysis and optimization for systems with real-time and embedded contraints;https://openalex.org/W2919416589;US;Embedded Systems;FR
Laboratoire Informatique de Mohammedia, FSTM, Hassan II University of Casablanca, BP 146 Mohammedia 20650 Maroc. Sorbonne Universités, UPMC Univ Paris 06, CNRS, LIP6 UMR 7606, 4 place Jussieu 75005 Paris, France;https://openalex.org/W2567311755;MA;University of Hassan II Casablanca;FR
CNRS-LAAS, 7 avenue du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W1583922863;CH;Roche;FR
Laboratoire d’Études du Rayonnement et de la Matière en Astrophysique et Atmosphères, CNRS, Observatoire de Paris, Paris, France, and Space and Aeronautics Department, University of Science and Technology of Hanoi, Hanoi, Vietnam;https://openalex.org/W2572056335;FR;Laboratory for Studies of Radiation and Matter in Astrophysics and Atmospheres;VN
Toulouse Neuro Imaging Center;https://openalex.org/W3210579129;US;Imaging Center;FR
Université Saint-Joseph de Beyrouth;https://openalex.org/W2411466521;LB;Saint Joseph University;US
Turing Centre for Living systems, Aix-Marseille University, Université de Toulon, CNRS, CPT (UMR 7332);https://openalex.org/W4290671926;US;Living Systems;FR
Aix-Marseille University - Université de Toulon, Turing Center for Living Systems;https://openalex.org/W3175401842;US;Living Systems;FR
Orange Labs,France;https://openalex.org/W2999414072;GB;Orange;FR
ST Microelectronics,,,Crolles,,France,38920;https://openalex.org/W2991130518;CH;STMicroelectronics;FR
Montpellier Cancer Institute/Val d'Aurelle, Montpellier, France.;https://openalex.org/W2065020864;IN;Cancer Institute;FR
UMR 1391 ISPA Bordeaux Sciences AgroINRAE Villenave d'Ornon France;https://openalex.org/W3018754781;US;International Sleep Products Association;FR
UMR 1391 ISPA, Bordeaux Sciences Agro, INRAE, 33140 Villenave d’Ornon, France;https://openalex.org/W3046809315;US;International Sleep Products Association;FR
CAHD Centre Aquitain d'Histoire du Droit-Université de Bordeaux;https://openalex.org/W2981838120;CA;Université Laval Faculty of Law;FR
 University of Orleans;https://openalex.org/W2965334146;US;University of New Orleans;FR
Department of Natural and Synthetic Polymers, Faculty of Chemical Engineering and Environmental Protection, Gheorghe Asachi Technical University of Iasi, 71, Prof., Dr. Docent Dimitrie Mangeron Street, 700050 Iasi, Romania.;https://openalex.org/W2954928336;HK;Hong Kong Environmental Protection Department;RO
Department of Natural and Synthetic Polymers, Faculty of Chemical Engineering and Environmental Protection, “Gheorghe Asachi” Technical University of Iasi, 71, Prof. Dr. Docent DimitrieMangeron Street, 700050 Iasi, Romania;https://openalex.org/W4200575594;HK;Hong Kong Environmental Protection Department;RO
Warwick Business Sch;https://openalex.org/W2966156573;GB;Warwick Hospital;US
Orange S.A,Pessac,France;https://openalex.org/W3102189196;GB;Orange;FR
Orange S.A., Paris, France;https://openalex.org/W3107945187;GB;Orange;FR
Orange S.A. [Bordeaux];https://openalex.org/W4281752864;GB;Orange;FR
Scientific Observing and Experimental Station of Veterinary Pharmacology and Diagnostic Technology, Ministry of Agriculture, Yangling, China;https://openalex.org/W4225656860;ID;Ministry of Agriculture;CN
INRIA, École Normale Supérieure;https://openalex.org/W2762390651;BI;École Normale Supérieure;FR
Roche Pharma International Informatics, Roche, Boulogne-Billancourt, France;https://openalex.org/W4200265305;CH;Roche;FR
Laboratoire d'informatique de l'école normale supérieure;https://openalex.org/W2887602218;BI;École Normale Supérieure;FR
Pfizer Algeria, Algeria Business Center Pins Maritimes 16211, Algiers, Algeria;https://openalex.org/W2980692678;GB;Pfizer;DZ
École Normale Supérieure - PSL Research University - Institut Curie;https://openalex.org/W4226236695;BI;École Normale Supérieure;FR
ONERA (France);https://openalex.org/W2496891077;NO;Nera;FR
Georgia State University;https://openalex.org/W4294591712;US;Georgia State University;GE
Cambridge University Computer Laboratory,;https://openalex.org/W2901938163;SS;Bridge University;GB
Universidad de Buenos Aires, Facultad de Filosofía y Letras , Buenos Aires, Argentina;https://openalex.org/W3183941507;MX;Facultad de Filosofía y Letras;AR
ENGIE Lab CRIGEN, 4 Rue Joséphine Baker, Stains, France;https://openalex.org/W3200322261;US;Engie;FR
Proche-Orient, Caucase, Iran : Diversités et Continuités;https://openalex.org/W2598790980;FR;Proche-Orient, Caucase : Langues, Archéologie, Cultures;IR
Instituto de Lingúística, Facultad de Filosofía y Letras, Universidad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina;https://openalex.org/W2147984807;MX;Facultad de Filosofía y Letras;AR
Orange SA (France);https://openalex.org/W2087891686;GB;Orange;FR
Samsung - SAIT AI Lab, Montreal;https://openalex.org/W3034314203;KR;Samsung;FR
Orange Labs, Caen, France;https://openalex.org/W2886853612;GB;Orange;FR
Orange Labs, Applied Crypto Group, Caen, France;https://openalex.org/W2806731088;CH;Crypto AG;FR
Montpellier Cancer Institute (ICM), University Federation of Radiation Oncology of Mediterranean Occitanie, University Montpellier, INSERM U1194 IRCM, 34298 Montpellier, France;https://openalex.org/W4319013057;US;ICM Partners;FR
Biosoft-CNRS, LAAS, Toulouse, France;https://openalex.org/W2236237795;US;IM Flash Technologies;FR
CNRS-LAAS, 7 avenue du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W2291913662;CH;Roche;FR
CNRS-LAAS, 7 avenue du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W2200650991;CH;Roche;FR
LAMIH-UMR CNRS 8201, Univ. of Valenciennes, France, UR SETIT, University of Sfax-Tunisia PB 1175 -3038;https://openalex.org/W2093846228;TN;University of Sfax;FR
STMicroelectronics,Department of Industrial Engineering,850 rue Jean Monnet,France,F-38926;https://openalex.org/W2999891135;CH;STMicroelectronics;FR
UMR250/9220 ENTROPIE, IRD – CNRS - UR, LabEx CORAIL, 101, Promenade Roger-Laroque, BP A5 98848 Nouméa Cedex, New Caledonia;https://openalex.org/W2775131747;FR;Labex Corail;NC
Orange Labs Networks, Châtillon, France;https://openalex.org/W2904015002;GB;Orange;FR
Orange Labs Network, La Turbie, France;https://openalex.org/W2412647551;GB;Orange;FR
Orange Labs, Sophia Antipolis, France;https://openalex.org/W2616830275;GB;Orange;FR
C3M, INSERM U1065;https://openalex.org/W3166196440;US;3M;FR
University Institute of Technology, Department GIM, Lebanese University, Saida, Lebanon;https://openalex.org/W2526101457;IN;University Institute of Technology, Burdwan University;LB
