issue_number,raw_affiliation_name,new_rors,previous_rors,added_rors,removed_rors,has_added_rors,has_removed_rors,works_examples,contact,contact_domain
1540,Laboratoire de Neurosciences Fonctionnelles et Pathologies - UR UPJV 4559; Service de dermatologie [CHU d'Amiens-Picardie],01gyxrk03;010567a58,010567a58;02dg3n954,01gyxrk03,02dg3n954,True,True,W4288658389;W2967394596,6ae933b02933c45106069c5b8cb2aba7:5bde37e73e02516bee6b24ff6f9b632d @ u-picardie.fr,u-picardie.fr
1539,"NeuroPSI—Paris-Saclay Institute of Neuroscience, Team Neurobiology of Decision-Making, 91400 Saclay, France; UR-UPJV 4559, Functional Neurosciences Laboratory, Health Research Universitary Center, Medecine UFR, Picardy Jules Verne University, CEDEX, 80054 Amiens, France",002v40q27;01gyxrk03;010567a58,002v40q27;01gyxrk03,010567a58,,True,False,W4283759789,ecb68fd1311c1a4f39890fced514842a:d01e311f69c3460e37ad8fd626a90b70 @ u-picardie.fr,u-picardie.fr
1538,"Department of Neurology and Laboratory of Functional Neurosciences, EA 4559, Amiens University Hospital, Amiens, France",01gyxrk03;010567a58,010567a58,01gyxrk03,,True,False,W2980503829,605a8a762367494efbb0a4cf38da5807:6a4827757ef1fd63cf05e549ece100c0 @ u-picardie.fr,u-picardie.fr
1537,"Laboratory of Functional Neurosciences (EA 4559), University Hospital of Amiens and University of Picardy Jules Verne, Amiens, France",01gyxrk03;010567a58,01gyxrk03,010567a58,,True,False,W2998003821;W2911419305,1f12717fbcae63daa0cd59fb8a6f744e:db864bdb62d9e3604b4524da7d74c535 @ u-picardie.fr,u-picardie.fr
1536,CHU Amiens-Picardie; Laboratoire de Neurosciences Fonctionnelles et Pathologies - UR UPJV 4559; Université de Picardie Jules Verne,01gyxrk03;010567a58,01gyxrk03;02dg3n954;010567a58,,02dg3n954,False,True,W4224952116,fe5f8327294f522a33a4ea7201c83a64:8fce29878cfd17889ce9c03c162ce412 @ u-picardie.fr,u-picardie.fr
1535,CHU Sud - rue René Laennec - 80054 AMIENS - France); UPJV - Université de Picardie Jules Verne (Chemin du Thil - 80000 Amiens - France),raw_affiliation_name: LNFP - Laboratoire de Neurosciences Fonctionnelles et Pathologies - UR UPJV 4559 (Université de Picardie Jules Verne - Centre Universitaire de Recherche en Santé (CURS) -,CHU Sud - rue René Laennec - 80054 AMIENS - France); UPJV - Université de Picardie Jules Verne (Chemin du Thil - 80000 Amiens - France),raw_affiliation_name: LNFP - Laboratoire de Neurosciences Fonctionnelles et Pathologies - UR UPJV 4559 (Université de Picardie Jules Verne - Centre Universitaire de Recherche en Santé (CURS) -,CHU Sud - rue René Laennec - 80054 AMIENS - France); UPJV - Université de Picardie Jules Verne (Chemin du Thil - 80000 Amiens - France),True,True,new_rors: 01gyxrk03;010567a58,previous_rors: 01gyxrk03,
1534,"Laboratoire de Neurosciences Fonctionnelles et Pathologies (UR UPJV 4559), Jules Verne University of Picardy, Amiens, France",01gyxrk03;010567a58,01gyxrk03,010567a58,,True,False,W4223553343;W4387233084,feedf64c11adba244a7b16619563444b:c8d8f6f0c9f49a01e6cab8e7fe9bd8a0 @ u-picardie.fr,u-picardie.fr
1533,"EA-4559 : laboratoire de neurosciences fonctionnelles et pathologies, UFR de médecine, université de Picardie Jules-Verne, Amiens, France",01gyxrk03;010567a58,01gyxrk03,010567a58,,True,False,W2901359671;W2992381571,473480710ceb0084c36bac472c8cd61a:c90eaea3b33ec5e270209a67a105f201 @ u-picardie.fr,u-picardie.fr
1532,"EA-4559, laboratoire de neurosciences fonctionnelles et pathologies, UFR de médecine, université de Picardie Jules Verne, Amiens, France; Équipe « neurobiologie de la prise de décision », institut des neurosciences, Paris-Saclay (NEURO-PSI), département cognition-comportement UMR CNRS 9197, Orsay, France",01gyxrk03;010567a58;002v40q27;02feahw73,01gyxrk03;002v40q27;02feahw73,010567a58,,True,False,W2901359671,7b4efa5624dd691b8c70846d9a964bbb:38eb6e344f1f3ecee3f97f0546884d3b @ u-picardie.fr,u-picardie.fr
1531,"EA-4559, laboratoire de neurosciences fonctionnelles et pathologies, UFR de médecine, université de Picardie Jules Verne, Amiens, France",01gyxrk03;010567a58,01gyxrk03,010567a58,,True,False,W2901571894,897a85eef2d13340a0d9c45266ce89ff:2b9cb38a830c23798eff9d5dfccae40b @ u-picardie.fr,u-picardie.fr
1530,"EA-4559, laboratoire de neurosciences fonctionnelles et pathologies, UFR de médecine, université de Picardie Jules Verne, Amiens, France; Équipe « neurobiologie de la prise de décision », institut des neurosciences Paris-Saclay (NEURO-PSI), département cognition-comportement UMR CNRS 9197, Orsay, France",002v40q27;02feahw73;01gyxrk03;010567a58,002v40q27;02feahw73;01gyxrk03,010567a58,,True,False,W2901571894,596e56f5adc5a24518328e4c83f55b6e:7afefce3beda3cd11528c4de07792d14 @ u-picardie.fr,u-picardie.fr
1529,"Department of Neurology and Laboratory of Functional Neurosciences (EA 4559), University Hospital of Amiens, Amiens, France",01gyxrk03;010567a58,010567a58,01gyxrk03,,True,False,W2889470678,876de6898aa9e2e9e918648cada0b469:7985d76178297ed5a29b1fe65f6151b5 @ u-picardie.fr,u-picardie.fr
1528,"Département de Neurologie et Laboratoire de Neuroscience Fonctionnelle EA-4559; CHU Amiens Picardie; Amiens F-80054, France",01gyxrk03;010567a58,010567a58,01gyxrk03,,True,False,W2795816582,61a7cca74a69b9073ff6f0958e2f9a61:aa62eae9cdb346582f28305e6712bdc0 @ u-picardie.fr,u-picardie.fr
1527,"EA 4559, Service de neurologie et laboratoire de neurosciences fonctionnelles, Université Picardie Jules-Verne, CHU d’Amiens-Picardie, rue Laennec, 80054 Amiens, France",01gyxrk03;010567a58,01gyxrk03,010567a58,,True,False,W2793034450,3e0f4d974c1539ab5f52a1269a984f0e:2b494322e9b24d8f0e616ef8a9829609 @ u-picardie.fr,u-picardie.fr
1526,"CHU Amiens-Picardie, Department of Physical Medicine and Rehabilitation and Laboratory of Functional Neurosciences EA 4559, SFR CAP-Santé, Amiens, France",01gyxrk03;010567a58,010567a58,01gyxrk03,,True,False,W2884105444,c1057cdd614dd97efd4d1caf3a20655f:9ec500cc8079643e666e8fb645ac9996 @ u-picardie.fr,u-picardie.fr
1525,"CHU Amiens-Picardie, Department of Neurology and Laboratory of Functional Neurosciences EA 4559, SFR CAP-Santé, Amiens, France",01gyxrk03;010567a58,010567a58,01gyxrk03,,True,False,W2884105444,59555bc0faad7ac2c720658aecc1687f:110581546c19325a2ca9b8b30cc4ed58 @ u-picardie.fr,u-picardie.fr
1524,Centre Mémoire de Ressources et de Recherche [CHU Amiens]; Laboratoire de Neurosciences Fonctionnelles et Pathologies - UR UPJV 4559,01gyxrk03;010567a58,010567a58;02dg3n954,01gyxrk03,02dg3n954,True,True,W2794074331,28f7c666388ead17cf853358d1b0ce7e:0af8943ef3825f7f965d4710ebd1b381 @ u-picardie.fr,u-picardie.fr
1523,"Inserm U 1127, CNRS UMR 7225, Sorbonne Universités, UPMC Univ Paris 06 UMR S 1127, Institut du Cerveau et de la Moelle épinière, ICM, F-75013 Paris, France; Laboratory of Functional Neurosciences (EA 4559), University Hospital of Amiens and University of Picardy Jules Verne, Amiens, France",050gn5214;02vjkv261;02en5vm52;02feahw73;01gyxrk03;010567a58,050gn5214;02vjkv261;02en5vm52;02feahw73;01gyxrk03,010567a58,,True,False,W2771553645,0fe59d94d83ca68aee4958619c595393:7198659b662a9c313a0a9d66afe73f94 @ u-picardie.fr,u-picardie.fr
1522,"LNFP EA 4559, Centre Universitaire de Recherche en Santé, CHU Amiens-Picardie Sud, rue René Laennec, 80054 Amiens Cedex 1, France",01gyxrk03;010567a58,010567a58,01gyxrk03,,True,False,W2770108016,996e6fbbdc0b6cdd37cad68ae0249ad8:f11fbac01303bde1f6a71c89f2a251a7 @ u-picardie.fr,u-picardie.fr
1521,"Inserm U 1127, CNRS UMR 7225, Sorbonne Universités, UPMC Univ Paris 06 UMR S 1127, Institut du Cerveau et de la Moelle épinière, ICM, F-75013 Paris, France; Laboratory of Functional Neurosciences (EA 4559), University Hospital of Amiens and University of Picardy Jules Verne, Amiens, France",01gyxrk03;010567a58;050gn5214;02vjkv261;02en5vm52;02feahw73,01gyxrk03;050gn5214;02vjkv261;02en5vm52;02feahw73,010567a58,,True,False,W2765345497,0e9cac853ff5f60086ed1c3a5a4b41f9:10572f7f98a36665997ea413fbef4ca3 @ u-picardie.fr,u-picardie.fr
1520,CHU Amiens-Picardie; Laboratoire de Neurosciences Fonctionnelles et Pathologies - UR UPJV 4559,01gyxrk03;010567a58,02dg3n954;010567a58,01gyxrk03,02dg3n954,True,True,W2887141750;W2990958062;W3007010359;W3024248451;W3209927131;W4297226859;W4307814666,20496765cbfb50e95164e19c9f5c54a9:8c4397433cd49ac110a7ba4cbbd4fd90 @ u-picardie.fr,u-picardie.fr
1519,Laboratoire de Neurosciences Fonctionnelles et Pathologies - UR UPJV 4559; Service de neurologie [Amiens],01gyxrk03;010567a58,010567a58;02dg3n954,01gyxrk03,02dg3n954,True,True,W2887141750;W4391765987;W3034422573;W3088225972;W4307814666;W3212196754;W4210915913;W4319333976;W4388211452,6c8e18a2f47478101ddfbe3054890e42:0a0082aeef64a569a5309fae1302e073 @ u-picardie.fr,u-picardie.fr
1518,"Department of Neurology and Laboratory of Functional Neurosciences (EA 4559), University Hospital of Amiens, France; Department of Psychology, Group of Neuropsychology of Aging (EA 4468), University Paris Descartes, France",01gyxrk03;010567a58;02e0y6e06;05f82e368,010567a58;02e0y6e06;05f82e368,01gyxrk03,,True,False,W2895919110,961b992012ddb09c3be9872a687f464c:b22be8038cc6cde74741bff588e47e8e @ u-picardie.fr,u-picardie.fr
1517,"Department of Neurology and Laboratory of Functional Neurosciences (EA 4559), University Hospital of Amiens, France",01gyxrk03;010567a58,010567a58,01gyxrk03,,True,False,W2895919110,bfc14e979d908e652d61e74bb827e68d:b463073a5fd7b5040afc87914b66a38c @ u-picardie.fr,u-picardie.fr
1516,"PRM Department, CHU Amiens-Picardie, UPJV CURS LNFP EA 4559 (S.T.-P.), Amiens University Medical Center, France.",01gyxrk03;010567a58,010567a58,01gyxrk03,,True,False,W2902387698,3e729b04fc4b28fc247b89bf3838c82c:0e54a8213c13e6fd7c696fe02d5ce7b5 @ u-picardie.fr,u-picardie.fr
1515,Laboratoire de Neurosciences Fonctionnelles et Pathologies - UR UPJV 4559,01gyxrk03;010567a58,02dg3n954,01gyxrk03;010567a58,02dg3n954,True,True,W2796805770;W2784105941;W4300715203;W2901008805;W4298237576,1d66abdbccfe4665247602b06b7e2c6e:412ac1b8bbebe2b7ef78895044d201ce @ u-picardie.fr,u-picardie.fr
1514,CHU Amiens-Picardie; Laboratoire de Neurosciences Fonctionnelles et Pathologies - UR UPJV 4559,01gyxrk03;010567a58,010567a58;02dg3n954,01gyxrk03,02dg3n954,True,True,W2808567658;W2806172547;W3007010359;W3043122651;W3208218618;W4285557798;W4307814666;W3205442610;W4281251882;W4391335524,cc098a2bb9e35369aa5741e17a92dc18:f436b343909f84759c4f09c555c66994 @ u-picardie.fr,u-picardie.fr
1513,"GRAP – Inserm UMR 1247, Centre universitaire de recherche en santé, Université de Picardie Jules-Verne, chemin du Thil, 80025 Amiens, France; Société française d'alcoologie, Université de Picardie Jules-Verne, chemin du Thil, 80025 Amiens, France",01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W4396643844,fe8a15cb91e168b44edf670f545ba4ab:30b63a9cfd131570d483f08330c27aef @ u-picardie.fr,u-picardie.fr
1512,"INSERM UMR 1247-Research Group on Alcohol and Pharmacodependences (GRAP), Université de Picardie Jules Verne, Chemin du Thil - Centre Universitaire de Recherche en Santé, 80025, Amiens, France",01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W4393342301,07cf1cd90497c2038806b71e60c7466c:3f812c732d765c3a8ba4f8ff3dd94ccc @ u-picardie.fr,u-picardie.fr
1511,"Unité Inserm UMRS 1247, université de Picardie Jules-Verne, Amiens, France.",01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W4384626701,6975c8ff725a17a951d6f10f6dcd6254:0eec94976898998a6214d02ddc751a00 @ u-picardie.fr,u-picardie.fr
1510,"Laboratoire Grap, université de Picardie-Jules Verne, Amiens, France",01gyxrk03;01c62av11,01gyxrk03,01c62av11,,True,False,W4367309627,68cfba825998605a437b8128622416c3:b9ea83edde09c2bd6f4cc89982994afd @ u-picardie.fr,u-picardie.fr
1509,"Université de Picardie Jules Verne, Inserm UMR1247 GRAP, Amiens, France",01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W4317830098,94700ed9b7dae9488988c8d223460ebe:dec2797de7e7c6cbd522abe7ebfd1e64 @ u-picardie.fr,u-picardie.fr
1508,"Université de Picardie Jules Verne, Inserm UMR1247 GRAP, Amiens, France",02vjkv261;01gyxrk03;01c62av11,02vjkv261;01gyxrk03,01c62av11,,True,False,W4317830098,5269b40260721e7d7cf00d4f9bb8194f:a657f579c6a6b8d75e2e6a03050286d7 @ u-picardie.fr,u-picardie.fr
1507,"INSERM UMR 1247, University of Picardie Jules Verne, Amiens 80025, France",01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W4319338553,fea661a204659d23289cc64c813acef3:56fa7792d570f52ea92d4bbb52b9b31c @ u-picardie.fr,u-picardie.fr
1506,"Department of Clinical Pharmacology, Amiens Medical Center, 80000 Amiens, France; GRAP Laboratory, INSERM UMR 1247, University of Picardy Jules Verne, 80000 Amiens, France",010567a58;01gyxrk03;02vjkv261;01c62av11,010567a58;01gyxrk03;02vjkv261,01c62av11,,True,False,W4388571056,83b0bc6d62e54ef94c9c3dc6e9fe5e42:21489b2623afa4cba288f736e3bfca04 @ u-picardie.fr,u-picardie.fr
1505,"INSERM UMR 1247—Research Group on Alcohol & Pharmacodependences (GRAP), Université de Picardie Jules Verne, Centre Universitaire de Recherche en Santé, Amiens, France; Université de Reims Champagne-Ardenne, Laboratoire Cognition, Santé, Société (C2S, EA6291), Reims, France",01gyxrk03;02vjkv261;03hypw319;01c62av11,01gyxrk03;02vjkv261;03hypw319,01c62av11,,True,False,W4316363565,f92caaf1e35f04b3a59bb600e63e8367:2247688264723072c4bb293f59b1314e @ u-picardie.fr,u-picardie.fr
1504,"INSERM UMR 1247—Research Group on Alcohol & Pharmacodependences (GRAP), Université de Picardie Jules Verne, Centre Universitaire de Recherche en Santé, Amiens, France",01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W4316363565,a9988c6a010d278c14e3d6ec52821e9b:9ae1cebe71e6f1d6355988ac6c557ae6 @ u-picardie.fr,u-picardie.fr
1503,"INSERM U1247 GRAP, Research Group on Alcohol and Drugs, Université de Picardie Jules Verne , Amiens, France; Pôle Universitaire de Psychiatrie, EPSM et CHU de Reims , Reims, France; Université de Reims Champagne Ardenne, C2S , Reims, France",03hypw319;01jbb3w63;01gyxrk03;02vjkv261;01c62av11,03hypw319;01jbb3w63;01gyxrk03;02vjkv261,01c62av11,,True,False,W4295893205,1796b8d7e7a17a2de351371edb922f37:a9059047b630a21310e56b2b3465ae22 @ u-picardie.fr,u-picardie.fr
1502,"Douglas Mental Health University Institute, Montreal, Quebec, Canada; INSERM UMR 1247, University of Picardie Jules Verne, Amiens, France",05dk2r620;02vjkv261;01gyxrk03;01c62av11,05dk2r620;02vjkv261;01gyxrk03,01c62av11,,True,False,W4293223886,0521890b3c1b28cedd7c986ab94b2f9e:6a53223f81fd310b86209133c12c62c3 @ u-picardie.fr,u-picardie.fr
1501,"INSERM UMR 1247 – Research Group on Alcohol and Pharmacodependences (GRAP), Université de Picardie Jules Verne, Amiens, France",01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W4206975961,ce8ae002195c4ef7d21e4623b06f73f9:5357087a9599b40c19b25163cdaea84b @ u-picardie.fr,u-picardie.fr
1500,"INSERM U1247 GRAP, Research Group on Alcohol and Drugs, Université de Picardie Jules Verne, Avenue Laennec, Amiens 80054, France; Pôle Universitaire de Psychiatrie, EPSM et CHU de Reims, 8 Rue Roger Aubry, Reims 51100, France",01jbb3w63;03hypw319;01gyxrk03;02vjkv261;01c62av11,01jbb3w63;03hypw319;01gyxrk03;02vjkv261,01c62av11,,True,False,W3195786593,2d3f7d852209b4786f39ea89f63526d6:f89b24e089192389b22d80b07c766fec @ u-picardie.fr,u-picardie.fr
1499,"Department of Psychology, Université de Reims Champagne-Ardenne, Reims, France; INSERM UMR 1247 -Research Group on Alcohol & Pharmacodependences, Université de Picardie Jules Verne, Amiens, France",03hypw319;01gyxrk03;02vjkv261;01c62av11,03hypw319;01gyxrk03;02vjkv261,01c62av11,,True,False,W4242461280,49e3166fca3c857336da95b874ce4a12:32284563b47bb66ff1dc739899e20002 @ u-picardie.fr,u-picardie.fr
1498,"INSERM U1247 GRAP, Research Group on Alcohol and Drugs, Université de Picardie Jules Verne, Amiens, France",01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W3109466786,714024511e7cbd1494a9628244b65327:3976e0bc67138f3d326cb9a0721d8b6f @ u-picardie.fr,u-picardie.fr
1497,"INSERM U1247 GRAP, Research Group on Alcohol and Drugs, Université de Picardie Jules Verne, Amiens, France; Pôle Universitaire de Psychiatrie, EPSM et CHU de Reims, Reims, France",03hypw319;01gyxrk03;02vjkv261;01jbb3w63;01c62av11,03hypw319;01gyxrk03;02vjkv261;01jbb3w63,01c62av11,,True,False,W3109466786,193f8e297eb07eaa4062abecfe7d7f33:c51e51931d5e0af412482a1e0e7656ae @ u-picardie.fr,u-picardie.fr
1496,"Department of Psychobiology & Behavioral Sciences Methods, School of Psychology, Complutense University of Madrid, Spain; INSERM UMR 1247‐Research Group on Alcohol and Pharmacodependences (GRAP) Université de Picardie Jules Verne  Amiens France",01gyxrk03;02vjkv261;02p0gd045;01c62av11,01gyxrk03;02vjkv261;02p0gd045,01c62av11,,True,False,W3009683258,409ec1c6288a98b6cb4a3a3ac58363b9:ac6eaa80df63a3a1c19a0225f9d4fbb9 @ u-picardie.fr,u-picardie.fr
1495,INSERM UMR 1247 – Research Group on Alcohol &amp; Pharmacodependences (GRAP) Université de Picardie Jules Verne  Amiens France,01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W3111597125,39235fe3d36c70997a9844f28964bbd0:4ce82e59b72522cccd6ad1cd9024c8aa @ u-picardie.fr,u-picardie.fr
1494,"UMR1247 INSERM GRAP, Group of Research on Alcohol and Pharmacodependencies, University Centre for Health Research, University of Picardy Jules Verne, Chemin du Thil, Amiens, France",01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W2947071197,a58ce27345d2d1afeddf2273d1788ea4:9239896a7f4a2bd2ca2b60939875b678 @ u-picardie.fr,u-picardie.fr
1493,"INSERM UMR1247, GRAP, CURS, University of Picardie Jules Verne, Amiens, France",01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W2980423451,bd9fc02799b96e5ae57bf59eae014131:d6256c646255812e7c4a898e9a0c7c53 @ u-picardie.fr,u-picardie.fr
1492,INSERM UMR 1247—Research Group on Alcohol and Pharmacodependences (GRAP) Université de Picardie Jules Verne  Amiens France,01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W2989623476,57ef4f2fc706f75eac6d8b88761953e5:2095af6584423f8faa04b99a53957a87 @ u-picardie.fr,u-picardie.fr
1491,"CHU d’Amiens-Picardie, 80054 Amiens cedex 1, France; Université de Picardie-Jules-Verne, Inserm ERi 24, GRAP, CURS, chemin du Thil, 80025 cedex 1 Amiens, France",01gyxrk03;02vjkv261;010567a58;01c62av11,01gyxrk03;02vjkv261;010567a58,01c62av11,,True,False,W2952490085,e808095e995a8c5a49fa726c01448a21:ca63445442b031617d198a100a6ecc45 @ u-picardie.fr,u-picardie.fr
1490,"GRAP – INSERM U1247, Université de Picardie Jules Verne, Amiens",01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W3029079572,de44101369f05ae37073760922ac3437:ddab664463451a984d046cdf7c53644b @ u-picardie.fr,u-picardie.fr
1489,Research Group on Alcohol &amp; Pharmacodependences (GRAP) Centre Universitaire de Recherche en Santé (CURS)  INSERM U1247 University of Picardie Jules Verne Amiens France,01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W2887185890,1e4bdc297d0adb4d9515bef911217572:4236eb8480efdf640fd2e2810e302d9e @ u-picardie.fr,u-picardie.fr
1488,CHU Sud  Service de consultations de Psychiatrie et Addictologie Amiens Cedex France; Research Group on Alcohol &amp; Pharmacodependences (GRAP) Centre Universitaire de Recherche en Santé (CURS) INSERM U1247 University of Picardie Jules Verne Amiens France,01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W2887185890,dc789da4b23b569fdceb16165b785bf4:5dd1e22793594525b24ba8ca6190af14 @ u-picardie.fr,u-picardie.fr
1487,Department of Psychology ; The College of New Jersey; Ewing New Jersey; Research Group on Alcohol & Pharmacodependences (GRAP); Centre Universitaire de Recherche en Santé (CURS) ; INSERM U1247; University of Picardie Jules Verne; Amiens France,02nx5r318;01gyxrk03;02vjkv261;01c62av11,02nx5r318;01gyxrk03;02vjkv261,01c62av11,,True,False,W2887185890,664a6773a60e97892a8780685cd908bd:eda7773b23414eca0f04036a57ba9f3e @ u-picardie.fr,u-picardie.fr
1486,Research Group on Alcohol & Pharmacodependences (GRAP); Centre Universitaire de Recherche en Santé (CURS) ; INSERM U1247; University of Picardie Jules Verne; Amiens France,01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W2887185890,9728c52527c44733ac2a22bea792cdf7:2346e127423ca91bea9ef6621c49a5de @ u-picardie.fr,u-picardie.fr
1485,Research Group on Alcohol & Pharmacodependences (GRAP); Centre Universitaire de Recherche en Santé (CURS) ; INSERM U1247; University of Picardie Jules Verne; Amiens France; Unité d'alcoologie SESAME ; Centre hospitalier Psychiatrique Philippe Pinel; Amiens France,01gyxrk03;02vjkv261;024cn3w16;01c62av11,01gyxrk03;02vjkv261;024cn3w16,01c62av11,,True,False,W2887185890,08e9725327f42d805b0d5fb4c6d87e74:8a2a99a384800bee7c738bc3324a07ab @ u-picardie.fr,u-picardie.fr
1484,"Université de Picardie-Jules-Verne, Inserm ERi 24, GRAP, CURS, chemin du Thil, 80025 cedex 1 Amiens, France",01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W2793275993,b2e8fd52806c142532c32b81b7d941d2:59744604440fb3ee33d60fd82bf7200c @ u-picardie.fr,u-picardie.fr
1483,"INSERM 1247-GRAP, Centre Universitaire de Recherche en Santé CURS, Université de Picardie Jules Verne, CHU Sud, Amiens, France; Service Hepato-Gastroenterologie, Centre Hospitalier Universitaire Sud, Amiens, France",01gyxrk03;02vjkv261;010567a58;01c62av11,01gyxrk03;02vjkv261;010567a58,01c62av11,,True,False,W2793474417,5cefcc93a45c18421c7712b307bb915a:e47c222493bbbf21783331d31d7155e2 @ u-picardie.fr,u-picardie.fr
1482,"INSERM 1247-GRAP, Centre Universitaire de Recherche en Santé CURS, Université de Picardie Jules Verne, CHU Sud, Amiens, France",01gyxrk03;02vjkv261;01c62av11,01gyxrk03;02vjkv261,01c62av11,,True,False,W2793474417,91f72e0ac9c455af8604c34663bd035b:25fa64c495ae1c4265165abf2e3e0c4f @ u-picardie.fr,u-picardie.fr
1481,GRAMFC - Groupe de Recherche sur l'Analyse Multimodale de la Fonction Cérébrale - UMR INSERM_S 1105 UPJV (Université de Picardie Jules Verne - CURS - CHU Sud avenue Laënnec - 80054 AMIENS CEDEX 1 - France); UPJV - Université de Picardie Jules Verne (Chemin du Thil - 80000 Amiens - France),010567a58;01gyxrk03;02vjkv261;02a9mrq41,01gyxrk03;02vjkv261,02a9mrq41;010567a58,,True,False,W2337334432,4f5cab42d9d694b7902fced775fc3780:cbfe8fd1b85219368d0cd722ef83ebf3 @ u-picardie.fr,u-picardie.fr
1480,"CHU Amiens-Picardie (France); GRAMFC - Groupe de Recherche sur l'Analyse Multimodale de la Fonction Cérébrale - UMR INSERM_S 1105 (Université de Picardie Jules Verne - CURS - CHU Sud avenue Laënnec - 80054 AMIENS CEDEX 1 - France); McGill University = Université McGill [Montréal, Canada] (845, rue Sherbrooke O. Montréal (Québec) Canada H3A 0G4 - Canada)",010567a58;01gyxrk03;02vjkv261;02a9mrq41;01pxwe438,010567a58;01gyxrk03;02vjkv261;01pxwe438,02a9mrq41,,True,False,W3084691990,2445aa7848a70f839b15ba97f432ec86:2bf16521f62400ed71acd35dd30a0ba2 @ u-picardie.fr,u-picardie.fr
1479,"CHU Amiens-Picardie (France); CHU Pitié-Salpêtrière [AP-HP] (47-83 Boulevard de l'Hôpital, 75013 Paris - France); GRAMFC - Groupe de Recherche sur l'Analyse Multimodale de la Fonction Cérébrale - UMR INSERM_S 1105 (Université de Picardie Jules Verne - CURS - CHU Sud avenue Laënnec - 80054 AMIENS CEDEX 1 - France)",02mh9a093;010567a58;01gyxrk03;02vjkv261;02a9mrq41,02mh9a093;010567a58;01gyxrk03;02vjkv261,02a9mrq41,,True,False,W3084691990,e56ccd456e1e6ed888ac15a73cd450ea:e8d6ba9e74848adcaf4833c86101acf6 @ u-picardie.fr,u-picardie.fr
1478,CHU Amiens-Picardie (France); GRAMFC - Groupe de Recherche sur l'Analyse Multimodale de la Fonction Cérébrale - UMR INSERM_S 1105 (Université de Picardie Jules Verne - CURS - CHU Sud avenue Laënnec - 80054 AMIENS CEDEX 1 - France); UPJV - Université de Picardie Jules Verne (Chemin du Thil - 80000 Amiens - France),010567a58;01gyxrk03;02vjkv261;02a9mrq41,010567a58;01gyxrk03;02vjkv261,02a9mrq41,,True,False,W2999193004,6d765311fe5d537d1830b5fa18daf389:875b095ecedb5b90fa5aa73a9d72443d @ u-picardie.fr,u-picardie.fr
1477,"CHU Amiens-Picardie (France); CHU Pitié-Salpêtrière [AP-HP] (47-83 Boulevard de l'Hôpital, 75013 Paris - France); GRAMFC - Groupe de Recherche sur l'Analyse Multimodale de la Fonction Cérébrale - UMR INSERM_S 1105 (Université de Picardie Jules Verne - CURS - CHU Sud avenue Laënnec - 80054 AMIENS CEDEX 1 - France); UPJV - Université de Picardie Jules Verne (Chemin du Thil - 80000 Amiens - France)",010567a58;01gyxrk03;02vjkv261;02a9mrq41;02mh9a093,010567a58;01gyxrk03;02vjkv261;02mh9a093,02a9mrq41,,True,False,W2999193004,8b7b18b9c1756f352a96810251943acd:9a54c5463711ef2e16f4247f369a8518 @ u-picardie.fr,u-picardie.fr
1476,"Xavier BENAROUS est pédopsychiatre, maître de conférences des universités et praticien hospitalier au centre hospitalier universitaire Amiens-Picardie, Université Picardie Jules-Verne. Il est membre du laboratoire Groupe de recherche sur l’analyse multimodale de la fonction cérébrale (GRAMFC, INSERM U1105). Ses travaux portent sur les troubles chroniques de la régulation des émotions chez l’enfant et l’adolescent.",010567a58;01gyxrk03;02vjkv261;02a9mrq41,01gyxrk03;02vjkv261,02a9mrq41;010567a58,,True,False,W3197049338,f7e3d192b74845cf5511176bf9ab15ed:82d183118de03dde863723b73780122d @ u-picardie.fr,u-picardie.fr
